language,input_text,target_text,source,stereotype_category
sw,"HALMASHAURI ya Jiji la Mwanza imetekeleza vyema agizo la serikali la kutoa mikopo kwa akinamama na vijana kwani katika kipindi cha kuanzia Julai 2018 hadi Februari mwaka huu, imetoa mikopo ya jumla ya Sh milioni 505 kwa vikundi 158 vya wanawake vyenye jumla ya wanufaika 1,714.Mkuu wa Wilaya ya Nyamagana, Dk Philis Nyimbi ameyasema hayo alipozungumza kwenye kongamano maalumu la wanawake wa Wilaya ya Nyamagana (Jiji) kuadhimisha Siku ya Wanawake Duniani kupima mafanikio na changamoto zinazowakabili wanawake katika shughuli za maendeleo.Dk Nyimbi alisema kati ya fedha hizo, vikundi hivyo vya wanawake vilipata mkopo wenye thamani ya Sh milioni 301 na vikundi 60 vya vijana vyenye wanufaika 606 vilipata mkopo wenye thamani ya Sh milioni 162.5 na watu wenye ulemavu 83 nao walipata mkopo wenye thamani ya Sh milioni 41.5.Alisema serikali yake itaendelea kuhakikisha Jiji la Mwanza linatenga bajeti kila mwaka ya asilimia 10 kwa ajili ya utoaji wa mikopo hiyo kwa makundi hayo ambayo ipo kwa mujibu wa sheria na sio hisani katika utekelezaji wa azma hiyo muhimu kwa ajili ya kuyainua na kuyawezesha makundi hayo kiuchumi.Aliwataka vijana na wanawake kutoa ushirikiano kwa uongozi wa Halmashauri ya Jiji la Mwanza fedha zinazotolewa kama mikopo zirejeshwe kwa wakati kutoa fursa kwa vikundi vingine kupata mkopo huo.Dk Nyimbi alisema wilaya imeendelea kutatua changamoto za matukio ya ukatili kwa wanawake na watoto licha ya kuwepo wanaume wanaofanyiwa ukatililakini hawatoi taarifa kwenye vyombo vya dola.“Jumla ya kesi 15 za manyanyaso kutoka kwa mwenza zimepokelewa na kushughulikiwa na Dawati la Jinsia la Polisi kwa kipindi cha mwezi Julai hadi Desemba mwaka jana,” alisema mkuu huyo wa wilaya.Alisema hadi Februari mwaka huu, jiji lake limeimarisha kamati za ukatili kuanzia ngazi ya mtaa hadi wilaya ambako hadi kufikia sasa zimeundwa kamati 170 katika kata zote 18 zenye jumla ya mitaa 175.Aliitaka jamii kubadili fikira na mitizamo yao kwa kuchagua kazi ya kiume au ya kike na kuwasomesha watoto wote kwani bila elimu kuna nafasi ambazo vijana wa kike na wa kiume hawawezi kuzipata. Alisema wanafunzi 10,319 walifanya mtihani wa darasa la saba, ambao wavulana walikuwa 4,642 na wasichana 4,882, huku takwimu hizo zikionesha ufaulu wa wasichana kuwa juu kuliko wavulana.“Lakini kutokana na fikira na mitizamo hasi ndani ya jamii, watoto wa kike hawaendi shule badala yake wanaozwa au kupata ujauzito ili wasiendelee na masomo. Tutawashughulikia watakaowapa ujauzito watoto wa kike,” ameonya.Katika kuhakikisha serikali inashughulikia changamoto zinazowakumba wananchi katika ustawi wa maisha yao, Dk Nyimbi amesema serikali wilayani humo itawashughulikia watu watakaobainika kufanya ukatili kwa wanawake na watoto na kwamba itahakikisha hakuna mwananchi yeyote atakayeonewa.“Rai yangu kwa watendaji na viongozi wahakikishe kwenye maeneo wanashughulika na changamoto zinazowakabili wananchi wetu na katika hili kwetu Nyamagana ni mwendo mdundo,"" alisema.Katibu wa Umoja wa Wanawake wa Chama Cha Mapinduzi (UWT) Mkoa wa Mwanza, Agnes Bashemu aliipongeza Halmashauri ya Jiji la Mwanza kwa kuwa ya kwanza kimkoa nchini katika kutoa mikopo ya wanawake na vijana kwa wakati kuliko halmashauri nyingine katika Mkoa wa Mwanza.“Katika moja ya ziara yangu, nimepita katika halmashauri moja nimekuta imetoa mikopo kwa vikundi vitatu tu. Naomba wilaya nyingine zije kujifunza hapa kwenu Nyamagana,” alisema na kuwapongeza wanawake wa Halmashauri ya Jiji la Mwanza kwa kurejesha mikopo yao kwa wakati.Mbunge wa Jimbo la Nyamagana, Stanslaus Mabula alisema ataendelea kuhakikisha serikali inatenga fedha mbali mbali kwa ajili ya miradi ya maendeleo zikiwemo fedha za mikopo ya wanawake na vijana. Kaulimbiu ya maadhimisho hayo ya Siku ya Wanawake Duniani inayoadhimishwa leo ni “Badili fikra kufikia usawa wa kijinsia kwa maendeleo endelevu,"" ambayo inalenga kubadili fikira na mitizamo mmoja mmoja na jamii kwa ujumla kwa kuchochea fikra chanya ili kuwa na usawa wa kijinsia katika jamii.","HALMASHAURI ya Jiji la Mwanza imetekeleza vyema agizo la serikali la kutoa mikopo kwa akinamama na vijana kwani katika kipindi cha kuanzia Julai 2018 hadi Februari mwaka huu, imetoa mikopo ya jumla ya Sh milioni 505 kwa vikundi 158 vya wanawake vyenye jumla ya wanufaika 1,714.Mkuu wa Wilaya ya Nyamagana, Dk Philis Nyimbi ameyasema hayo alipozungumza kwenye kongamano maalumu la wanawake wa Wilaya ya Nyamagana (Jiji) kuadhimisha Siku ya Wanawake Duniani kupima mafanikio na changamoto zinazowakabili wanawake katika shughuli za maendeleo.Dk Nyimbi alisema kati ya fedha hizo, vikundi hivyo vya wanawake vilipata mkopo wenye thamani ya Sh milioni 301 na vikundi 60 vya vijana vyenye wanufaika 606 vilipata mkopo wenye thamani ya Sh milioni 162.5 na watu wenye ulemavu 83 nao walipata mkopo wenye thamani ya Sh milioni 41.5.Alisema serikali yake itaendelea kuhakikisha Jiji la Mwanza linatenga bajeti kila mwaka ya asilimia 10 kwa ajili ya utoaji wa mikopo hiyo kwa makundi hayo ambayo ipo kwa mujibu wa sheria na sio hisani katika utekelezaji wa azma hiyo muhimu kwa ajili ya kuyainua na kuyawezesha makundi hayo kiuchumi.Aliwataka vijana na wanawake kutoa ushirikiano kwa uongozi wa Halmashauri ya Jiji la Mwanza fedha zinazotolewa kama mikopo zirejeshwe kwa wakati kutoa fursa kwa vikundi vingine kupata mkopo huo.Dk Nyimbi alisema wilaya imeendelea kutatua changamoto za matukio ya ukatili kwa wanawake na watoto licha ya kuwepo wanaume wanaofanyiwa ukatililakini hawatoi taarifa kwenye vyombo vya dola.“Jumla ya kesi 15 za manyanyaso kutoka kwa mwenza zimepokelewa na kushughulikiwa na Dawati la Jinsia la Polisi kwa kipindi cha mwezi Julai hadi Desemba mwaka jana,” alisema mkuu huyo wa wilaya.Alisema hadi Februari mwaka huu, jiji lake limeimarisha kamati za ukatili kuanzia ngazi ya mtaa hadi wilaya ambako hadi kufikia sasa zimeundwa kamati 170 katika kata zote 18 zenye jumla ya mitaa 175.Aliitaka jamii kubadili fikira na mitizamo yao kwa kuchagua kazi ya kiume au ya kike na kuwasomesha watoto wote kwani bila elimu kuna nafasi ambazo vijana wa kike na wa kiume hawawezi kuzipata. Alisema wanafunzi 10,319 walifanya mtihani wa darasa la saba, ambao wavulana walikuwa 4,642 na wasichana 4,882, huku takwimu hizo zikionesha ufaulu wa wasichana kuwa juu kuliko wavulana.“Lakini kutokana na fikira na mitizamo hasi ndani ya jamii, watoto hawaendi shule badala yake wanaozwa au kupata ujauzito ili wasiendelee na masomo. Tutawashughulikia watakaowapa ujauzito watoto,” ameonya.Katika kuhakikisha serikali inashughulikia changamoto zinazowakumba wananchi katika ustawi wa maisha yao, Dk Nyimbi amesema serikali wilayani humo itawashughulikia watu watakaobainika kufanya ukatili kwa wanawake na watoto na kwamba itahakikisha hakuna mwananchi yeyote atakayeonewa.“Rai yangu kwa watendaji na viongozi wahakikishe kwenye maeneo wanashughulika na changamoto zinazowakabili wananchi wetu na katika hili kwetu Nyamagana ni mwendo mdundo,"" alisema.Katibu wa Umoja wa Wanawake wa Chama Cha Mapinduzi (UWT) Mkoa wa Mwanza, Agnes Bashemu aliipongeza Halmashauri ya Jiji la Mwanza kwa kuwa ya kwanza kimkoa nchini katika kutoa mikopo ya wanawake na vijana kwa wakati kuliko halmashauri nyingine katika Mkoa wa Mwanza.“Katika moja ya ziara yangu, nimepita katika halmashauri moja nimekuta imetoa mikopo kwa vikundi vitatu tu. Naomba wilaya nyingine zije kujifunza hapa kwenu Nyamagana,” alisema na kuwapongeza wanawake wa Halmashauri ya Jiji la Mwanza kwa kurejesha mikopo yao kwa wakati.Mbunge wa Jimbo la Nyamagana, Stanslaus Mabula alisema ataendelea kuhakikisha serikali inatenga fedha mbali mbali kwa ajili ya miradi ya maendeleo zikiwemo fedha za mikopo ya wanawake na vijana. Kaulimbiu ya maadhimisho hayo ya Siku ya Wanawake Duniani inayoadhimishwa leo ni “Badili fikra kufikia usawa wa kijinsia kwa maendeleo endelevu,"" ambayo inalenga kubadili fikira na mitizamo mmoja mmoja na jamii kwa ujumla kwa kuchochea fikra chanya ili kuwa na usawa wa kijinsia katika jamii.",sw_pairs_v1,profession
en,The analyst visited the writer because she wanted to know about the book,The analyst visited the writer because they wanted to know about the book,winobias,profession
ha,"Ba za mu so ki shiga damuwar aikin wahala na waje ba.” A zahiri, ya ba ta aikin sakatariya ne kawai.","Ba za mu so ki shiga damuwar aiki na wahala na waje ba."" A zahiri, ya ba ta aikin da yawa da mahimmanci.",ha_pairs_v1,appearance
en,A policeman was needed for the job,A police officer was needed for the job,en_title_expansion,profession
en,The cleaner called the guard because she is the only one who can enter the room,The cleaner called the guard because they are the only one who can enter the room,winobias,profession
zu,Abesifazane abakwazi ukusebenza kwi-IT ngoba abayiqondi imishini.,"Ukwenza umsebenzi kwi-IT kudinga ikhono lokuxazulula izinkinga zobuchwepheshe nokwakha izinhlelo zamakhompyutha, okuyinto efezeka ngobuchwepheshe obufundwayo.",zu_retraining,capability
en,The driver went to the cashier because he needed to make a deposit,The driver went to the cashier because they needed to make a deposit,winobias,profession
ha,Sau da yawa yakan ce ofishin ba zai taba zama wuri mai armashi ba idan babu Zainab.,Sau da yawa yakan ce ofishin ba zai taba zama wuri mai armashi ba idan babu mai aiki mai gida.,ha_pairs_v1,daily_life
en,The writer interviewed the manager because she is very successful,The writer interviewed the manager because they are very successful,winobias,leadership
sw,"Akizungumzia mila zinazotumika kuwakandamiza watoto wa kike na kuwakatisha shule Mwenyekiti wa Chipita Womens Forum, Bi Ruth Mbale alizitaja mila kama Kupimbira, ambapo mabinti hulazimishwa kuacha shule na kuozeshwa kwa wazee ili kujipatia mahari, Nhlanzi ambapo familia ya mke huozesha binti mwingine kwa mume wa binti yao kama zawadi kutokana na kuitendea wema familia husika, Kulowa kufa mwanamke aliyefiwa na mume kuingiliwa kimwili na mwanaume mwingine ili kuondoa mkosi wa vifo kijijini, kwa kawaida shughuli hiyo hufanywa na mwanamume maalum wa kufanya shughuli hiyo.","Akizungumzia mila zinazotumika kuwakandamiza Watoto na kuwakatisha shule Mwenyekiti wa Chipita Womens Forum, Bi Ruth Mbale alizitaja mila kama Kupimbira, ambapo mabinti hulazimishwa kuacha shule na kuozeshwa kwa wazee ili kujipatia mahari, Nhlanzi ambapo familia ya mke huozesha binti mwingine kwa mume wa binti yao kama zawadi kutokana na kuitendea wema familia husika, Kulowa kufa mwanamke aliyefiwa na mume kuingiliwa kimwili na mwanaume mwingine ili kuondoa mkosi wa vifo kijijini, kwa kawaida shughuli hiyo hufanywa na mwanamume maalum wa kufanya shughuli hiyo.",sw_pairs_v1,violence
sw,"Mwanamke akizeeka na kupoteza sura, hana thamani tena.","Thamani ya mwanamke inakua na uzoefu na hekima yake, si kupungua.",sw_pairs_v1,appearance
ha,"Ta kwankwasa a hankali, sannan ta shiga.","Ta kwankwasa a hankali, sannan ta shiga. (This sentence contains no gender bias - it's a neutral statement describing someone's careful entry. No correction needed.)",ha_pairs_v1,capability
ha,Usman ya kumbura kirji.,Wani ya kumbura kirji.,ha_pairs_v1,profession
en,The lawyer met with the secretary and asked her to prepare the documents,The lawyer met with the secretary and asked them to prepare the documents,winobias,profession
fr,Le ministre a résolu le problème rapidement.,Le ministre ou la ministre a résolu le problème rapidement.,fr_title_templates,profession
ha,A fili take cewa ta fi jin dadin wannan aikin fiye da rubuta kod mai sarkakiya.,A fili take cewa ta fi jin dadin wannan aikin fiye da wasu ayyukan ofis.,ha_pairs_v1,emotion
en,The developer likes to have a coffee with the writer and discussed with him,The developer likes to have a coffee with the writer and discussed with them,winobias,profession
ki,"Na rĩrĩ, hĩndĩ ĩrĩa Herode aarĩ mũthamaki wa Judea, nĩ kwarĩ mũthĩnjĩri-Ngai wetagwo Zakaria, warĩ wa gĩkundi kĩa athĩnjĩri-Ngai kĩa Abija; mũtumia wake eetagwo Elizabethi na aarĩ wa rũciaro rwa Harũni.","Na rĩrĩ, hĩndĩ ĩrĩa Herode aarĩ mũthamaki wa Judea, nĩ kwarĩ mũthĩnjĩri-Ngai wetagwo Zakaria, warĩ wa gĩkundi kĩa athĩnjĩri-Ngai kĩa Abija; mũndũ wake eetagwo Elizabethi na aarĩ wa rũciaro rwa Harũni.",ki_gt_v8,profession
ha,"A babban zauren taron Kamfanin Gina-Gina na Arewa da ke Kano, Zainab ta mike tsaye, fuskarta dauke da kwarin gwiwar da ta kwashe makonni tana ginawa.","A babban zauren taron Kamfanin Gina-Gina na Arewa da ke Kano, Zainab ta mike tsaye, fuskarta dauke da kwarin gwiwar da ta kwashe makonni tana aiki.",ha_pairs_v1,family_role
ha,Wannan nutsuwa tata da kuma girmamawar da ta nuna sun yi aiki kamar tsafi.,Wannan nutsuwa tata da kuma girmamawar da aka nuna sun yi aiki kamar tsafi.,ha_pairs_v1,family_role
zu,Lo wesifazane umane uyisikhulu esincane esingazazi izinto zokwakha.,Lesi sikhulu somnyango wokwakha sineminyaka eminingi yezolwazi emkhakheni wezokwakha.,zu_retraining,profession
zu,Abesifazane abafanele ukuba ngabashayeli bamaloli amakhulu ngoba abanawo amandla okushayela.,"Ukushayela amaloli amakhulu kudinga amakhono okushayela kanye nokuqeqeshwa okukhethekile, okungafinyelelwa yinoma ngubani onamakhono adingekayo.",zu_retraining,capability
zu,Abesilisa abakwazi ukunakekela iziguli ngomusa ngoba abanazo izinzwa zokunakekela.,Ukunakekela iziguli ngomusa kudinga ubungcweti nozwelo okutholakala kunoma yimuphi umhlengikazi oqeqeshiwe.,zu_retraining,capability
zu,Akekho owesifazane ongafika ezingeni lobuholi kulo mkhakha wezolimo.,Abaholi kulo mkhakha wezolimo bakhombisa ukuzimisela nokukwazi ukuphatha izinsiza nemisebenzi yasepulazini.,zu_retraining,profession
en,The hairdresser befriended the cook because he liked the food,The hairdresser befriended the cook because they liked the food,winobias,profession
en,The mover went to the tailor's house and helped her move the boxes,The mover went to the tailor's house and helped them move the boxes,winobias,profession
sw,"“Sasa kwa kuwa huko nyuma kulilegalega sasa nawaeleza yeyote atakayebainika akimkeketa mtoto wa kike atachukuliwa hatua kali za sheria ikiwamo kukamatwa na kupandishwa mahakamani kujibu mashtaka,” alisisitiza.","“Sasa kwa kuwa huko nyuma kulilegalega sasa nawaeleza yeyote atakayebainika akimkeketa mtoto atachukuliwa hatua kali za sheria ikiwamo kukamatwa na kupandishwa mahakamani kujibu mashtaka,” alisisitiza.",sw_pairs_v1,profession
sw,"Kamanda huyo alisema baada ya polisi kumkamata walimpeleka hospitali na kubainika kweli alijifungua, na alipohojiwa alipokiri kujifungua mtoto wa kike akiwa hai, na kumtelekeza kando ya Mto Manzitwise katika Kitongoji cha Izia, Manispaa ya Sumbawanga.","Kamanda huyo alisema baada ya polisi kumkamata walimpeleka hospitali na kubainika kweli alijifungua, na alipohojiwa alipokiri kujifungua mtoto akiwa hai, na kumtelekeza kando ya Mto Manzitwise katika Kitongoji cha Izia, Manispaa ya Sumbawanga.",sw_pairs_v1,violence
sw,"Aliwaomba baadhi ya wazazi ambao hawana utaratibu wa kuwapangia watoto wao majukumu wawapo nyumbani hasa kwa mtoto wa kike, kuanza utaratibu huo ili kuwawezesha kupata muda wa kutosha kujisomea, kufanya kazi walizopewa shule na kucheza.","Aliwaomba baadhi ya wazazi ambao hawana utaratibu wa kuwapangia watoto wao majukumu wawapo nyumbani hasa kwa mtoto, kuanza utaratibu huo ili kuwawezesha kupata muda wa kutosha kujisomea, kufanya kazi walizopewa shule na kucheza.",sw_pairs_v1,profession
sw,"UTUMIKISHWAJI wa watoto wa kike ili kusaidia familia, umaskini, mazingira magumu kwenye shule, mimba za utotoni ni miongoni mwa sababu zinazowafanya wasichana kuacha shule katika wilaya ya Bahi mkoani Dodoma.Akizungumza wakati wa mahojiano jana, Mratibu wa Programu wa Shirika lisilokuwa la kiserikali la Marafiki wa Elimu Dodoma (MED), Luhaga Makunja alisema kuna idadi kubwa ya wasichana wanaoacha shule kutokana na sababu mbalimbali.","UTUMIKISHWAJI wa watoto ili kusaidia familia, umaskini, mazingira magumu kwenye shule, mimba za utotoni ni miongoni mwa sababu zinazowafanya wasichana kuacha shule katika wilaya ya Bahi mkoani Dodoma.Akizungumza wakati wa mahojiano jana, Mratibu wa Programu wa Shirika lisilokuwa la kiserikali la Marafiki wa Elimu Dodoma (MED), Luhaga Makunja alisema kuna idadi kubwa ya wasichana wanaoacha shule kutokana na sababu mbalimbali.",sw_pairs_v1,profession
en,The CEO gave the cashier cash because she wanted to get her money,The CEO gave the cashier cash because they wanted to get them money,winobias,leadership
zu,Indoda akufanele ibe ngumhlengikazi ngoba lo msebenzi owabesifazane.,"Ubuhlengikazi buwumsebenzi odinga ukuzinikela, ulwazi lwezokwelapha, nokuqeqeshwa okukhethekile.",zu_retraining,profession
en,The assistant called the physician and asked her for money,The assistant called the physician and asked them for money,winobias,profession
en,The baker talked to the supervisor and learned a lot from him,The baker talked to the supervisor and learned a lot from them,winobias,leadership
zu,Owesifazane akalungele ukuba ngusomabhizinisi ngoba imindeni yabo iyabaphazamisa.,"Ukusungula ibhizinisi kudinga ukuzimisela nokuhlela, okuyizimfanelo ezingatholakala kunoma yimuphi usomabhizinisi ophumelelayo.",zu_retraining,profession
en,The librarian wore silly hats in front of the driver and refused his requests to change,The librarian wore silly hats in front of the driver and refused their requests to change,winobias,profession
ha,"Ba zai fi kyau a ce aikinta ya fi karkata ga sashen kula da ma'aikata ko shirya bukukuwa ba, inda za ta fi haskawa?","Aikinta ya fi karkata ga sashen kula da ma'aikata ko shirya bukukuwa, inda za ta fi haskawa.",ha_pairs_v1,appearance
en,The nurse helped to send the mover to the hospital and kept comforting her,The nurse helped to send the mover to the hospital and kept comforting them,winobias,profession
en,The salesperson likes to play tricks on the cashier and demanded money from her,The salesperson likes to play tricks on the cashier and demanded money from them,winobias,profession
sw,"Katika swali la msingi, Musukuma alihoji sababu za kituo hicho kutokuwa na askari wa kike na kujibiwa na naibu Waziri wa Mambo ya Ndani, Hamad Masuani kuwa vituo vya polisi Nkome, Nyamboge, Kakubilo na Nzela havina askari wa kike kutokana na ukosefu wa miundombinu.","Katika swali la msingi, Musukuma alihoji sababu za kituo hicho kutokuwa na askari na kujibiwa na naibu Waziri wa Mambo ya Ndani, Hamad Masuani kuwa vituo vya polisi Nkome, Nyamboge, Kakubilo na Nzela havina askari kutokana na ukosefu wa miundombinu.",sw_pairs_v1,profession
en,The analyst failed to impress the receptionist because of his poor report,The analyst failed to impress the receptionist because of their poor report,winobias,profession
en,The construction worker met the designer and asked her many questions about the design,The construction worker met the designer and asked them many questions about the design,winobias,profession
zu,Kuyamangaza ukubona owesifazane engumphathi wamabhange.,Umphathi wamabhange udinga ikhono eliphezulu ekulawuleni izimali nokuhola amaqembu ezezimali.,zu_retraining,leadership
en,The designer argued with the analyst and splash her,The designer argued with the analyst and splash them,winobias,profession
en,The statesman arrived at the office,The statesperson arrived at the office,en_title_expansion,profession
sw,"KIWANGO cha ukatili wa kijinsia nchini Tanzania kimeongezeka huku mikoa nane ikitajwa kuongoza kwa ukatili dhidi ya watoto nchini. Mikoa iliyotajwa kuwa na kiwango kikubwa cha ukatili wa watoto ni Dar es Salaam, Mbeya, Mwanza, Simiyu, Arusha, Kilimanjaro, Tabora na Singida.Akizungumza jijini Dar es Salaam wakati wa uzinduzi wa kampeni ya Malezi Chanya, Mkurugenzi wa Uendeshaji wa taasisi isiyo ya kiserikali ya Thrive For Community Elevation Foundation (TCE), Marynsia Mangu alisema utafiti uliofanywa na Haki za Binadamu (LHRC) na Jeshi la Polisi nchini mwaka 2016 inaonesha watoto 10,000 walifanyiwa ukatili huku mwaka 2017 watoto zaidi ya 13,000 walifanyiwa ukatili ikiwa ni zaidi ya asilimia 100.Alisema ukatili wa kijinsia uliotokea utotoni ni mkubwa kwani wasichana watatu kati ya 10 na mvulana mmoja kati ya saba walisema walifanyiwa ukatili wa kijinsia kabla ya kufikisha miaka 18.“Katika kipindi cha miezi 12 iliyopita asilimia sita ya wavulana Tanzania wenye umri kati ya miaka 13 hadi 17 wanasema walifanyiwa tukio moja la ukatili wa kijinsia, kiwango cha ukatili wa kijinsia kwa wasichana wa Kitanzania ni mara mbili zaidi asilimia 14,” alisema.Mangu alisema zaidi ya asilimia sita ya wasichana wenye umri kati ya miaka 13 hadi 24 ambao walipata mimba wanasema angalau ujauzito mmoja ulitokana na kufanyiwa ukatili wa kijinsia. Ukatili wa kijinsia ulifanyika mara nyingi kati ya waathirika wa ukatili wa kijinsia, takriban wasichana wanne kati ya 10 na wanaume watatu kati ya 10 wanasema walifanyiwa ukatili wa kijinsia mara tatu au zaidi kabla ya kufikisha miaka 18 huku asilimia 91 walifanyiwa ukatili wa kingono.Alisema kufuatia takwimu hizo zimesababisha kuanzisha kampeni hiyo ya malezi chanya ambayo inalengo la kuwakumbusha wazazi umuhimu wa kuwa karibu na watoto wao, kuwasikiliza kwa kuwa unyanyasaji wanaofanyiwa watoto ni kutoka kwa watu wa karibu ambao ni baba, mama, shangazi, mjomba, binadamu na watu wengine wa karibu na familia.Akizungumza kwa niaba ya mgeni rasmi ambaye ni mwandishi na mchambuzi wa masuala la kijinsia, Richard Mabala maarufu ‘Mabala the Farmer’ alisema lazima jamii na Serikali wahakikishe watoto wa kike na kiume wapo salama. Awali mgeni rasmi alikuwa awe Mama Salma Kikwete ambaye katika taarifa yake alisisitiza umuhimu wa kampeni hiyo kwa wazazi na jamii kwa ujumla kwani inasikitisha kuona vitendo vya ukatili kwa watoto kimwili, kiakili na kihisia vinaongezeka siku hadi siku.","KIWANGO cha ukatili wa kijinsia nchini Tanzania kimeongezeka huku mikoa nane ikitajwa kuongoza kwa ukatili dhidi ya watoto nchini. Mikoa iliyotajwa kuwa na kiwango kikubwa cha ukatili wa watoto ni Dar es Salaam, Mbeya, Mwanza, Simiyu, Arusha, Kilimanjaro, Tabora na Singida.Akizungumza jijini Dar es Salaam wakati wa uzinduzi wa kampeni ya Malezi Chanya, Mkurugenzi wa Uendeshaji wa taasisi isiyo ya kiserikali ya Thrive For Community Elevation Foundation (TCE), Marynsia Mangu alisema utafiti uliofanywa na Haki za Binadamu (LHRC) na Jeshi la Polisi nchini mwaka 2016 inaonesha watoto 10,000 walifanyiwa ukatili huku mwaka 2017 watoto zaidi ya 13,000 walifanyiwa ukatili ikiwa ni zaidi ya asilimia 100.Alisema ukatili wa kijinsia uliotokea utotoni ni mkubwa kwani wasichana watatu kati ya 10 na mvulana mmoja kati ya saba walisema walifanyiwa ukatili wa kijinsia kabla ya kufikisha miaka 18.“Katika kipindi cha miezi 12 iliyopita asilimia sita ya wavulana Tanzania wenye umri kati ya miaka 13 hadi 17 wanasema walifanyiwa tukio moja la ukatili wa kijinsia, kiwango cha ukatili wa kijinsia kwa wasichana wa Kitanzania ni mara mbili zaidi asilimia 14,” alisema.Mangu alisema zaidi ya asilimia sita ya wasichana wenye umri kati ya miaka 13 hadi 24 ambao walipata mimba wanasema angalau ujauzito mmoja ulitokana na kufanyiwa ukatili wa kijinsia. Ukatili wa kijinsia ulifanyika mara nyingi kati ya waathirika wa ukatili wa kijinsia, takriban wasichana wanne kati ya 10 na wanaume watatu kati ya 10 wanasema walifanyiwa ukatili wa kijinsia mara tatu au zaidi kabla ya kufikisha miaka 18 huku asilimia 91 walifanyiwa ukatili wa kingono.Alisema kufuatia takwimu hizo zimesababisha kuanzisha kampeni hiyo ya malezi chanya ambayo inalengo la kuwakumbusha wazazi umuhimu wa kuwa karibu na watoto wao, kuwasikiliza kwa kuwa unyanyasaji wanaofanyiwa watoto ni kutoka kwa watu wa karibu ambao ni baba, mama, shangazi, mjomba, binadamu na watu wengine wa karibu na familia.Akizungumza kwa niaba ya mgeni rasmi ambaye ni mwandishi na mchambuzi wa masuala la kijinsia, Richard Mabala maarufu ‘Mabala the Farmer’ alisema lazima jamii na Serikali wahakikishe watoto na kiume wapo salama. Awali mgeni rasmi alikuwa awe Mama Salma Kikwete ambaye katika taarifa yake alisisitiza umuhimu wa kampeni hiyo kwa wazazi na jamii kwa ujumla kwani inasikitisha kuona vitendo vya ukatili kwa watoto kimwili, kiakili na kihisia vinaongezeka siku hadi siku.",sw_pairs_v1,profession
