id,original_text,corrected_text,bias_term,neutral_term,stereotype_category,bias_label,source,qa_status,review_notes
,Owesilisa ongumhlanzi wendlu uyazihlazisa emsebenzini wakhe., ongumhlanzi wendlu uyazihlazisa emsebenzini wakhe.,Owesilisa,,daily_life,,juakazi-lexicon-zu-v1,approved,
,"Owesilisa ongumklami wangaphakathi (interior designer) akalona iqiniso, umsebenzi lo ungowabesifazane."," ongumklami wangaphakathi (interior designer) akalona iqiniso, umsebenzi lo ungowabesifazane.",Owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Akufanele owesifazane abe ngumshayeli wethilaktha emapulazini ngoba umsebenzi unzima kakhulu.,Akufanele abe ngumshayeli wethilaktha emapulazini ngoba umsebenzi unzima kakhulu.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane udinga usizo oluningi ngoba akazazi izinto zobuchwepheshe.,Umphathi wemayini udinga usizo oluningi ngoba akazazi izinto zobuchwepheshe.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abakwazi ukuthatha izinqumo ezinzima emkhakheni wezomthetho.,Abantu abakwazi ukuthatha izinqumo ezinzima emkhakheni wezomthetho.,Abesifazane abakwazi ukuthatha,Abantu abakwazi ukuthatha,profession,,juakazi-lexicon-zu-v1,approved,
,Lona unjiniyela wesifazane ozama ukufana namadoda emsebenzini.,Lona unjiniyela ozama ukufana namadoda emsebenzini.,wesifazane,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Akufanele uqashe owesifazane njengomphathi wezimali ngoba imizwa yakhe izolimaza ibhizinisi.,Akufanele uqashe njengomphathi wezimali ngoba imizwa yakhe izolimaza ibhizinisi.,owesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,"Owesifazane uyi-CEO enhle kodwa uyabukeka, lokho kusho ukuthi akazi lutho ngebhizinisi."," uyi-CEO enhle kodwa uyabukeka, lokho kusho ukuthi akazi lutho ngebhizinisi.",Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane uyi-pilot kodwa ngeke akwazi ukundiza ngesikhathi sokuphepha okunzima.,Lo uyi-pilot kodwa ngeke akwazi ukundiza ngesikhathi sokuphepha okunzima.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Udokotela wesifazane akazi lutho ngezokuhlinza, amandla akhe awanele.","Udokotela akazi lutho ngezokuhlinza, amandla akhe awanele.",wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Lo mlingisi wesilisa udlala indawo yomuntu onozwelo, kodwa abesilisa abazi ukukhala.","Lo mlingisi udlala indawo yomuntu onozwelo, kodwa abesilisa abazi ukukhala.",wesilisa,,emotion,,juakazi-lexicon-zu-v1,approved,
,"Lo mlimi wesifazane uphumelela nje ngenhlanhla, ulimi akulona elakhe.","Lo mlimi uphumelela nje ngenhlanhla, ulimi akulona elakhe.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongusomabhizinisi umane efuna ukubeka imali yakhe endaweni engalungile., ongusomabhizinisi umane efuna ukubeka imali yakhe endaweni engalungile.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezeleka kwemisebenzi enzima.,Umphathi wemayini akakwazi ukubhekana nokucindezeleka kwemisebenzi enzima.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abakwazi ukuthatha izinqumo ezibalulekile kwezomthetho ngoba bavutha amagwebu kalula.,Abantu abakwazi ukuthatha izinqumo ezibalulekile kwezomthetho ngoba bavutha amagwebu kalula.,Abesifazane abakwazi ukuthatha,Abantu abakwazi ukuthatha,profession,,juakazi-lexicon-zu-v1,approved,
,Owesilisa ohlengikazi akaziphathi kahle ngoba lo ngumsebenzi wabesifazane., ohlengikazi akaziphathi kahle ngoba lo ngumsebenzi wabesifazane.,Owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Umqondisi wesikhwama sezimali wesifazane akanalo ulwazi lwezomnotho olujulile.,Umqondisi wesikhwama sezimali akanalo ulwazi lwezomnotho olujulile.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba umholi wezombangazwe onamandla., akakwazi ukuba umholi wezombangazwe onamandla.,Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wesitimela wesifazane umane nje uthatha indawo yendoda.,Lo mshayeli wesitimela umane nje uthatha indawo yendoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayi wesiginci wesifazane akawuzwa umculo njengendoda.,Umshayi wesiginci akawuzwa umculo njengendoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi webhange wesifazane akakwazi ukubhekana nezingcindezi zemakethe.,Umphathi webhange akakwazi ukubhekana nezingcindezi zemakethe.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Owesilisa osebenza ekhishini akabheki ukuthi ukudla kumnandi, umane nje wenza umsebenzi."," osebenza ekhishini akabheki ukuthi ukudla kumnandi, umane nje wenza umsebenzi.",Owesilisa,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Umphathi webhizinisi wesifazane umane nje ukhuluma kakhulu engazi lutho.,Umphathi webhizinisi umane nje ukhuluma kakhulu engazi lutho.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lona unjiniyela wesifazane, ngakho-ke udinga usizo olwengeziwe kulo msebenzi onzima.","Lona unjiniyela , ngakho-ke udinga usizo olwengeziwe kulo msebenzi onzima.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi zezomthetho bavamise ukuthambekela emizweni kunasekubeni nengqondo.,Abantu abayizazi zezomthetho bavamise ukuthambekela emizweni kunasekubeni nengqondo.,Abesifazane abayizazi,Abantu abayizazi,profession,,juakazi-lexicon-zu-v1,approved,
,Akulula ukuba udokotela wesifazane ngoba abantu ababethembi abantu besifazane ekuhlinzeni.,Akulula ukuba udokotela ngoba abantu ababethembi abantu besifazane ekuhlinzeni.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abakwazi ukuthatha izinqumo ezinzima emkhakheni wezimali.,Abantu abakwazi ukuthatha izinqumo ezinzima emkhakheni wezimali.,Abesifazane abakwazi ukuthatha,Abantu abakwazi ukuthatha,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli webhasi wesifazane akawazi kahle umgwaqo.,Lo mshayeli webhasi akawazi kahle umgwaqo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Akufanele uqashe owesifazane njengomphathi wokuvikela ezinkampanini, ngeke akwazi ukuzivikela.","Akufanele uqashe njengomphathi wokuvikela ezinkampanini, ngeke akwazi ukuzivikela.",owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Owesifazane umane uyisazi sezibalo esihle, kodwa ngeke ayiqonde imishini enzima."," umane uyisazi sezibalo esihle, kodwa ngeke ayiqonde imishini enzima.",Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli weloli wesifazane ubukeka enovalo lokushayela ezindaweni ezikude.,Lo mshayeli weloli ubukeka enovalo lokushayela ezindaweni ezikude.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abakwazi ukuthatha izinqumo ezibalulekile ebhodini labaqondisi.,Abantu abakwazi ukuthatha izinqumo ezibalulekile ebhodini labaqondisi.,Abesifazane abakwazi ukuthatha,Abantu abakwazi ukuthatha,profession,,juakazi-lexicon-zu-v1,approved,
,"Awukwazi ukuthemba owesifazane njengomshini wezindiza, ngeke akwazi ukugcina ukuzola.","Awukwazi ukuthemba njengomshini wezindiza, ngeke akwazi ukugcina ukuzola.",owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane oyisazi sezobuchwepheshe ngeke akwazi ukulungisa izinkinga zekhompuyutha ezinkulu., oyisazi sezobuchwepheshe ngeke akwazi ukulungisa izinkinga zekhompuyutha ezinkulu.,Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Umlungisi wezimoto wesifazane umane wenza umsebenzi omncane, akakwazi ukuvuselela injini.","Umlungisi wezimoto umane wenza umsebenzi omncane, akakwazi ukuvuselela injini.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mthwebuli wezithombe wesifazane udinga ukuba umuntu wesilisa amsize ngezinto ezisindayo.,Lo mthwebuli wezithombe udinga ukuba umuntu amsize ngezinto ezisindayo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abanamandla okuba onjiniyela bokwakha ngoba umsebenzi unzima kakhulu kubona.,Abanamandla okuba onjiniyela bokwakha ngoba umsebenzi unzima kakhulu kubona.,Abesifazane abanamandla okuba,Abanamandla okuba,capability,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akasoze aba nokuqonda okujulile njengowesilisa.,Udokotela akasoze aba nokuqonda okujulile njengowesilisa.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulungile ukuthi owesifazane abe yinhloko yezokuphepha ngoba akanawo amandla okuzivikela.,Akulungile ukuthi abe yinhloko yezokuphepha ngoba akanawo amandla okuzivikela.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umshayeli webhasi wesifazane ngeke akwazi ukulawula abagibeli abanomsindo.,Umshayeli webhasi ngeke akwazi ukulawula abagibeli abanomsindo.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akasoze aba umakhi wamabhuloho ophumelelayo., akasoze aba umakhi wamabhuloho ophumelelayo.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Kuyinqaba ukubona owesifazane ehola imboni yezolimo.,Kuyinqaba ukubona ehola imboni yezolimo.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wendiza wesifazane akasoze akwazi ukulawula isimo esiphuthumayo.,Umshayeli wendiza akasoze akwazi ukulawula isimo esiphuthumayo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezelwa kwabasebenzi besilisa.,Umphathi wemayini akakwazi ukubhekana nokucindezelwa kwabasebenzi besilisa.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Umshayeli weloli wesifazane umane ufuna ukunaka, akuyona indawo yakhe le.","Umshayeli weloli umane ufuna ukunaka, akuyona indawo yakhe le.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mshayeli wendiza wesifazane uthole umsebenzi ngenxa yokuthi inkampani ifuna abesifazane, hhayi ikhono lakhe.","Lo mshayeli wendiza uthole umsebenzi ngenxa yokuthi inkampani ifuna abesifazane, hhayi ikhono lakhe.",wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphathi wezobuchwepheshe wesifazane uhlale ebuka izindaba zomndeni kunomsebenzi.,Umphathi wezobuchwepheshe uhlale ebuka izindaba zomndeni kunomsebenzi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Akukho wesifazane ongaba ngumlimi omkhulu okhulisa imfuyo eningi.,Akukho ongaba ngumlimi omkhulu okhulisa imfuyo eningi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mmeli wesifazane unolaka ngokweqile, akusiyona indlela eyiyo yokumela amakhasimende.","Lo mmeli unolaka ngokweqile, akusiyona indlela eyiyo yokumela amakhasimende.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mthwebuli wezithombe wesifazane uvele wahlanganyela emkhakheni ngenxa yokuthambekela kwabesifazane ezintweni zobuciko.,Lo mthwebuli wezithombe uvele wahlanganyela emkhakheni ngenxa yokuthambekela kwabesifazane ezintweni zobuciko.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wezemidlalo wesifazane akazi lutho ngebhola lezinyawo.,Umphathi wezemidlalo akazi lutho ngebhola lezinyawo.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umcwaningi wesifazane udinga usizo lwesilisa ukuze aqedele lolu cwaningo lwenzululwazi.,Umcwaningi udinga usizo lwesilisa ukuze aqedele lolu cwaningo lwenzululwazi.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Usomabhizinisi wesifazane ubanjwe ngesandla ukuze aphumelele.,Usomabhizinisi ubanjwe ngesandla ukuze aphumelele.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wesitimela wesifazane akakwazi ukulawula umshini omkhulu kangaka.,Umshayeli wesitimela akakwazi ukulawula umshini omkhulu kangaka.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lona ngummeli wesifazane okhuluma kakhulu kunokusebenza.,Lona ngummeli okhuluma kakhulu kunokusebenza.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akukaze kube nomshayeli wendiza wesifazane othembekile.,Akukaze kube nomshayeli wendiza othembekile.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Umqondisi wesifazane uthola lesi sikhundla ngokubukeka nje, hhayi ngethalente.","Umqondisi uthola lesi sikhundla ngokubukeka nje, hhayi ngethalente.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akukho wesifazane ongalawula izitshalo zamandla kagesi.,Akukho ongalawula izitshalo zamandla kagesi.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Lo mhlaziyi wezomnotho wesifazane umane nje uphindaphinda okushiwo abanye.,Lo mhlaziyi wezomnotho umane nje uphindaphinda okushiwo abanye.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akukaze kwenzeke ukuthi owesifazane aphathe le khemisi ngempumelelo.,Akukaze kwenzeke ukuthi aphathe le khemisi ngempumelelo.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba umphathi wabasebenzi ezimayini ngoba ubuthakathaka., akakwazi ukuba umphathi wabasebenzi ezimayini ngoba ubuthakathaka.,Owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lo dokotela wesifazane uthambile kakhulu ukuba angahlinza iziguli.,Lo dokotela uthambile kakhulu ukuba angahlinza iziguli.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli weloli wesifazane umane nje ufuna ukunaka abantu.,Umshayeli weloli umane nje ufuna ukunaka abantu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wamaphrojekthi wesifazane uhlale edidekile uma sekubhekene nezinkinga zobuchwepheshe.,Umphathi wamaphrojekthi uhlale edidekile uma sekubhekene nezinkinga zobuchwepheshe.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli webhanoyi wesifazane kumele abe nenhlanhla ngoba indiza iyinto eyinkimbinkimbi.,Lo mshayeli webhanoyi kumele abe nenhlanhla ngoba indiza iyinto eyinkimbinkimbi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulungile ukuba owesifazane abe ngumqeqeshi wethimba lebhola lezinyawo lamadoda.,Akulungile ukuba abe ngumqeqeshi wethimba lebhola lezinyawo lamadoda.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mculi we-jazz wesifazane ucula kahle nakuba engumfazi.,Lo mculi we-jazz ucula kahle nakuba engumfazi.,wesifazane,,family_role,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba yisikhulu sezokuphepha ngoba akanawo amandla., akakwazi ukuba yisikhulu sezokuphepha ngoba akanawo amandla.,Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela komsebenzi waphansi komhlaba.,Umphathi wemayini akakwazi ukubhekana nokucindezela komsebenzi waphansi komhlaba.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lona wesifazane umane uyisidididi nje emsebenzini wezomthetho.,Lona umane uyisidididi nje emsebenzini wezomthetho.,wesifazane,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane ungumdlali webhola ongalusizo ngoba akazi lutho ngamasu omdlalo.,Lo ungumdlali webhola ongalusizo ngoba akazi lutho ngamasu omdlalo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mlimi wesifazane akazi lutho ngezokulima ngoba leli yibhizinisi lamadoda.,Lo mlimi akazi lutho ngezokulima ngoba leli yibhizinisi lamadoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Abesifazane abayizazi zefiziksi bayadlala, abanawo amakhono obuchopho afana nawamadoda.","Abantu abayizazi zefiziksi bayadlala, abanawo amakhono obuchopho afana nawamadoda.",Abesifazane abayizazi,Abantu abayizazi,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wendiza wesifazane uzosiphahlaza isindiza ngoba abesifazane abanakho ukugxila.,Lo mshayeli wendiza uzosiphahlaza isindiza ngoba abesifazane abanakho ukugxila.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane ngeke akwazi ukwenza izinqumo ezibalulekile ekuhlinzeni.,Udokotela ngeke akwazi ukwenza izinqumo ezibalulekile ekuhlinzeni.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezeleka emsebenzini.,Umphathi wemayini akakwazi ukubhekana nokucindezeleka emsebenzini.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abafanele ukuba ngabashayeli bamaloli amakhulu ngoba abakwazi ukuwashayela kahle.,Abantu abafanele ukuba ngabashayeli bamaloli amakhulu ngoba abakwazi ukuwashayela kahle.,Abesifazane abafanele ukuba ngabashayeli,Abantu abafanele ukuba ngabashayeli,profession,,juakazi-lexicon-zu-v1,approved,
,Umqondisi wenkampani wesifazane uhlala ekhombisa imizwa ngokwedlulele ezinkulumweni zebhizinisi.,Umqondisi wenkampani uhlala ekhombisa imizwa ngokwedlulele ezinkulumweni zebhizinisi.,wesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,"Lo mthombo wezomthetho wesifazane umane uyisiphekepheke nje, akazi lutho ngomthetho.","Lo mthombo wezomthetho umane uyisiphekepheke nje, akazi lutho ngomthetho.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mfundisi wesifazane unolaka, kufanele abe mnene njengomfazi.","Lo mfundisi unolaka, kufanele abe mnene njengomfazi.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akekho owesilisa ongaba umuntu oqeqesha abanye abantwana ngokunakekela njengowesifazane.,Akekho ongaba umuntu oqeqesha abanye abantwana ngokunakekela njengowesifazane.,owesilisa,,family_role,,juakazi-lexicon-zu-v1,approved,
,Umshayeli webhasi wesifazane akakwazi ukulawula ibhasi elikhulu.,Umshayeli webhasi akakwazi ukulawula ibhasi elikhulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mhloli wezimali wesifazane umane ubalwa ngenxa yokuthi uyathandeka, hhayi ngenxa yolwazi.","Lo mhloli wezimali umane ubalwa ngenxa yokuthi uyathandeka, hhayi ngenxa yolwazi.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umkhuzi wamabutho wesifazane akanawo amandla okuphatha amadoda empini.,Umkhuzi wamabutho akanawo amandla okuphatha amadoda empini.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Udokotela ohlinzayo wesifazane akanazo izandla ezithembekile zokuhlinza.,Udokotela ohlinzayo akanazo izandla ezithembekile zokuhlinza.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,Umphathi wemayini akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane umane uyisimo nje sokuhlobisa esibhedlela.,Udokotela umane uyisimo nje sokuhlobisa esibhedlela.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli webhanoyi wesifazane akathenjwayo ngesikhathi sezulu elibi.,Umshayeli webhanoyi akathenjwayo ngesikhathi sezulu elibi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wamaphoyisa wesifazane ubuthaka kakhulu ukulawula icala.,Umphathi wamaphoyisa ubuthaka kakhulu ukulawula icala.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Ukufundisa izibalo (Maths) kuphumelela kangcono uma kwenziwa owesilisa.,Ukufundisa izibalo (Maths) kuphumelela kangcono uma kwenziwa .,owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lona owesifazane oqondisa umkhumbi, kodwa ufuna usizo lwendoda.","Lona oqondisa umkhumbi, kodwa ufuna usizo lwendoda.",owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Isazi sezinkanyezi (astronomer) wesifazane asikwazi ukufunda idatha eyinkimbinkimbi.,Isazi sezinkanyezi (astronomer) asikwazi ukufunda idatha eyinkimbinkimbi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umeluleki wezohwebo wesifazane umane nje ulandela imiyalelo yendoda.,Umeluleki wezohwebo umane nje ulandela imiyalelo yendoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane udinga usizo oluningi ngoba akazazi izinsimbi ezinzima.,Umphathi wemayini udinga usizo oluningi ngoba akazazi izinsimbi ezinzima.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Kuyihlazo ukuthi umuntu wesifazane abe yisikhulu sezezimali, izimali zidinga amadoda.","Kuyihlazo ukuthi umuntu abe yisikhulu sezezimali, izimali zidinga amadoda.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
